"SEQN","FSDHH","FSDAD","FSD151","FSQ165","FSQ012","FSD230","FSD162","FSQ760","FSQ653","FSD660ZC","FSD675","FSD680","FSD670ZC","FSQ690","FSQ695","FSD652ZW","FSD672ZW","FSD652CW","FSD660ZW"
122457,2,2,2,1,2,,2,,1,2,1,2,12,1,2,,,,
122458,3,3,2,1,1,1,2,,,,,,,,,,,,
122459,1,1,2,1,2,,1,1,,,,,,,,,,,
122460,3,3,2,1,1,1,1,2,,,,,,,,,,,
122461,2,2,2,1,1,1,2,,1,2,1,2,12,1,1,,,,
122462,1,1,2,2,,,2,,,,,,,,,,,,
122463,1,1,2,1,2,,2,,,,,,,,,,,,
122464,2,2,2,1,1,1,2,,,,,,,,,,,,
122465,1,1,2,1,1,1,1,2,2,,,,,2,,,,,
122466,4,3,2,2,,,2,,,,,,,,,,,,
122467,3,2,2,1,1,1,1,1,1,2,1,1,60,1,1,,,,
122468,1,1,2,2,,,2,,,,,,,,,,,,
122469,1,1,2,2,,,2,,,,,,,,,,,,
122470,1,1,2,2,,,2,,,,,,,,,,,,
122471,2,2,1,1,2,,2,,,,,,,,,,,,
122472,1,1,2,1,2,,2,,,,,,,,,,,,
122473,1,1,2,2,,,2,,,,,,,,,,,,
122474,1,1,2,2,,,2,,,,,,,,,,,,
122475,1,1,2,1,2,,1,1,,,,,,,,,,,
122476,1,1,2,2,,,2,,,,,,,,,,,,
122477,1,1,2,1,1,1,2,,,,,,,,,,,,
122478,1,1,2,2,,,2,,,,,,,,,,,,
122479,1,1,2,2,,,2,,,,,,,,,,,,
122480,3,3,2,1,1,1,2,,,,,,,,,,,,
122481,1,1,2,7,,,2,,,,,,,,,,,,
122482,1,1,2,2,,,2,,,,,,,,,,,,
122483,1,1,2,1,1,1,2,,,,,,,,,,,,
122484,2,2,2,2,,,2,,,,,,,,,,,,
122485,1,1,2,2,,,2,,,,,,,,,,,,
122486,1,1,2,1,1,1,2,,1,2,1,1,24,1,99,,,,
122487,1,1,2,2,,,2,,,,,,,,,,,,
122488,1,1,2,2,,,1,2,1,2,1,,4,2,,,,,
122489,1,1,2,1,2,,2,,,,,,,,,,,,
122490,1,1,2,2,,,2,,,,,,,,,,,,
122491,1,1,2,2,,,2,,,,,,,,,,,,
122492,1,1,2,1,1,1,2,,,,,,,,,,,,
122493,1,1,2,1,1,1,2,,,,,,,,,,,,
122494,1,1,2,2,,,2,,2,,,,,9,,,,,
122495,3,3,1,1,1,1,2,,1,2,1,1,48,1,1,,,,
122496,1,1,2,2,,,2,,,,,,,,,,,,
122497,1,1,2,1,2,,2,,,,,,,,,,,,
122498,3,3,1,1,1,1,2,,,,,,,,,,,,
122499,2,2,2,1,2,,2,,,,,,,,,,,,
122500,1,1,2,1,2,,2,,,,,,,,,,,,
122501,4,4,1,1,2,,2,,,,,,,,,,,,
122502,2,1,1,1,1,2,2,,,,,,,,,,,,
122503,1,1,2,1,2,,1,1,,,,,,,,,,,
122504,2,2,2,1,1,1,2,,,,,,,,,,,,
122505,1,1,2,2,,,2,,,,,,,,,,,,
122506,2,2,1,1,1,1,2,,,,,,,,,,,,
122507,3,3,2,1,1,1,1,1,,,,,,,,,,,
122508,2,2,2,1,2,,2,,,,,,,,,,,,
122509,1,1,1,1,2,,1,1,,,,,,,,,,,
122510,4,4,2,1,1,1,1,1,1,1,1,1,24,1,5,,,,
122511,4,4,2,2,,,2,,,,,,,,,,,,
122512,1,1,2,2,,,2,,,,,,,,,,,,
122513,4,4,1,1,1,1,1,1,,,,,,,,1,2,1,1
122514,4,4,1,2,,,2,,,,,,,,,,,,
122515,,,,,,,,,2,,,,,2,,,,,
122516,1,1,2,1,1,1,1,1,,,,,,,,,,,
122517,3,3,2,2,,,2,,,,,,,,,,,,
122518,3,2,2,2,,,2,,1,2,1,1,9,9,,,,,
122519,4,4,2,2,,,2,,,,,,,,,,,,
122520,1,1,2,2,,,2,,,,,,,,,,,,
122521,2,2,2,1,1,1,2,,,,,,,,,,,,
122522,2,2,7,7,,,2,,,,,,,,,,,,
122523,1,1,2,2,,,2,,1,2,1,1,12,2,,,,,
122524,,,,,,,,,,,,,,,,,,,
122525,,,,,,,,,,,,,,,,,,,
122526,1,1,2,2,,,1,1,,,,,,,,,,,
122527,3,2,2,1,1,1,2,,,,,,,,,,,,
122528,,,,,,,,,,,,,,,,,,,
122529,1,1,2,2,,,2,,,,,,,,,,,,
122530,1,1,2,2,,,2,,2,,,,,2,,,,,
122531,1,1,2,2,,,2,,2,,,,,2,,,,,
122532,4,4,1,1,1,1,1,2,,,,,,,,,,,
122533,1,1,2,2,,,2,,,,,,,,,,,,
122534,4,4,1,1,1,1,2,,,,,,,,,,,,
122535,2,2,2,1,2,,2,,,,,,,,,,,,
122536,3,3,2,2,,,2,,,,,,,,,,,,
122537,,,,,,,,,,,,,,,,,,,
122538,1,1,2,2,,,2,,,,,,,,,,,,
122539,2,2,2,1,1,1,2,,,,,,,,,,,,
122540,1,1,2,2,,,2,,,,,,,,,,,,
122541,1,1,2,2,,,2,,,,,,,,,,,,
122542,3,3,2,1,1,1,2,,,,,,,,,,,,
122543,3,3,1,1,1,1,1,1,,,,,,,,,,,
122544,4,3,2,1,2,,2,,,,,,,,,,,,
122545,4,4,1,1,1,1,1,1,,,,,,,,,,,
122546,1,1,2,2,,,2,,,,,,,,,,,,
122547,4,4,2,1,1,1,2,,2,,,,,2,,,,,
122548,2,2,2,1,1,1,1,1,1,1,1,,1,1,1,,,,
122549,2,2,2,2,,,1,1,,,,,,,,,,,
122550,3,3,2,1,2,,2,,,,,,,,,,,,
122551,2,2,2,2,,,2,,,,,,,,,,,,
122552,1,1,2,2,,,2,,,,,,,,,,,,
122553,3,4,2,1,1,1,2,,,,,,,,,,,,
122554,1,1,2,2,,,2,,,,,,,,,,,,
122555,3,2,2,1,1,1,1,1,,,,,,,,2,,1,1
122556,1,1,2,2,,,2,,,,,,,,,,,,
122557,4,4,1,1,1,1,2,,,,,,,,,,,,
122558,1,1,2,1,1,1,1,1,,,,,,,,,,,
122559,2,2,2,1,1,1,1,2,,,,,,,,,,,
122560,1,1,2,2,,,2,,,,,,,,,,,,
122561,4,4,1,1,1,1,2,,,,,,,,,,,,
122562,,,,,,,,,,,,,,,,,,,
122563,4,4,1,1,1,1,2,,,,,,,,,,,,
122564,1,1,2,1,2,,2,,,,,,,,,,,,
122565,2,2,2,1,1,2,2,,,,,,,,,,,,
122566,3,3,2,1,2,,2,,,,,,,,,,,,
122567,1,1,2,2,,,2,,,,,,,,,,,,
122568,3,3,2,2,,,1,2,1,2,1,1,24,2,,,,,
122569,1,1,2,1,1,1,2,,,,,,,,,,,,
122570,3,3,2,1,2,,2,,,,,,,,,,,,
122571,2,2,1,1,1,1,2,,,,,,,,,,,,
122572,1,1,2,2,,,2,,,,,,,,,,,,
122573,1,1,2,1,2,,2,,,,,,,,,,,,
122574,1,1,2,1,2,,2,,,,,,,,,,,,
122575,1,1,2,2,,,2,,,,,,,,,,,,
122576,1,1,2,2,,,2,,,,,,,,,,,,
122577,2,2,1,1,1,1,1,1,1,1,1,,4,1,8,,,,
122578,1,1,2,2,,,2,,,,,,,,,,,,
122579,1,1,2,2,,,2,,1,2,1,1,24,2,,,,,
122580,3,4,1,1,1,1,2,,,,,,,,,,,,
122581,2,1,2,2,,,2,,,,,,,,,,,,
122582,1,1,2,1,1,1,2,,,,,,,,,,,,
122583,3,4,2,1,2,,2,,1,2,1,1,36,2,,,,,
122584,1,1,2,2,,,2,,,,,,,,,,,,
122585,,,,,,,,,,,,,,,,,,,
122586,3,3,2,1,2,,2,,,,,,,,,,,,
122587,1,1,2,1,1,1,2,,,,,,,,,,,,
122588,1,1,2,2,,,2,,,,,,,,,,,,
122589,3,3,1,1,2,,1,1,1,1,1,1,36,1,4,,,,
122590,3,3,1,1,1,1,1,1,1,1,1,1,24,1,3,,,,
122591,1,1,2,1,1,2,2,,,,,,,,,,,,
122592,3,3,1,1,2,,2,,,,,,,,,,,,
122593,1,1,1,1,1,1,2,,,,,,,,,,,,
122594,1,1,1,1,2,,2,,,,,,,,,,,,
122595,1,1,2,2,,,2,,,,,,,,,,,,
122596,1,1,2,1,2,,1,2,,,,,,,,,,,
122597,3,3,1,2,,,2,,,,,,,,,,,,
122598,1,1,2,2,,,2,,,,,,,,,,,,
122599,,,,,,,,,,,,,,,,,,,
122600,1,1,2,2,,,2,,,,,,,,,,,,
122601,1,1,2,2,,,2,,,,,,,,,,,,
122602,2,2,2,2,,,2,,,,,,,,,,,,
122603,1,1,2,1,2,,2,,1,2,1,9,12,1,2,,,,
122604,2,2,2,1,1,1,2,,1,2,2,1,36,1,6,,,,
122605,4,4,1,1,1,1,1,1,1,1,1,1,12,1,3,,,,
122606,1,1,2,2,,,2,,2,,,,,2,,,,,
122607,1,1,2,2,,,2,,,,,,,,,,,,
122608,2,2,2,1,1,1,1,1,,,,,,,,,,,
122609,1,1,2,2,,,2,,,,,,,,,,,,
122610,1,1,2,2,,,2,,,,,,,,,,,,
122611,1,1,2,2,,,2,,,,,,,,,,,,
122612,3,3,2,2,,,2,,,,,,,,,,,,
122613,4,4,2,1,1,1,2,,,,,,,,,,,,
122614,1,1,2,2,,,2,,,,,,,,,,,,
122615,1,1,2,2,,,2,,,,,,,,,,,,
122616,3,3,2,1,2,,2,,,,,,,,,,,,
122617,1,1,2,2,,,2,,,,,,,,,,,,
122618,2,2,2,1,1,1,2,,,,,,,,,,,,
122619,1,1,2,1,1,1,2,,,,,,,,,,,,
122620,3,3,2,1,2,,2,,2,,,,,2,,,,,
122621,1,1,2,2,,,2,,,,,,,,,,,,
122622,1,1,2,2,,,2,,,,,,,,,,,,
122623,1,1,2,2,,,2,,1,2,1,1,24,2,,,,,
122624,1,1,2,2,,,2,,,,,,,,,,,,
122625,1,1,2,1,2,,2,,,,,,,,,,,,
122626,1,1,2,2,,,2,,,,,,,,,,,,
122627,2,2,2,2,,,2,,,,,,,,,,,,
122628,4,4,1,1,1,1,1,2,,,,,,,,,,,
122629,1,1,2,2,,,2,,,,,,,,,,,,
122630,4,4,2,1,2,,2,,,,,,,,,,,,
122631,1,1,2,2,,,2,,,,,,,,,,,,
122632,1,1,2,2,,,2,,2,,,,,2,,,,,
122633,2,1,2,1,1,1,1,1,,,,,,,,,,,
122634,3,3,1,1,1,1,1,1,,,,,,,,,,,
122635,3,3,2,2,,,1,1,1,1,1,,2,1,3,,,,
122636,1,1,2,1,2,,2,,,,,,,,,,,,
122637,3,3,2,2,,,2,,,,,,,,,,,,
122638,2,2,2,1,1,1,1,1,,,,,,,,,,,
122639,1,1,2,2,,,2,,,,,,,,,,,,
122640,1,1,2,1,1,1,1,1,,,,,,,,,,,
122641,2,1,2,1,2,,2,,2,,,,,9,,,,,
122642,2,2,1,2,,,1,1,1,1,1,,3,1,5,,,,
122643,1,1,2,2,,,2,,,,,,,,,,,,
122644,1,1,2,2,,,2,,,,,,,,,,,,
122645,1,1,2,2,,,2,,,,,,,,,,,,
122646,1,1,2,2,,,2,,,,,,,,,,,,
122647,3,3,2,1,2,,2,,,,,,,,,,,,
122648,2,2,2,1,2,,2,,,,,,,,,,,,
122649,1,1,2,2,,,2,,,,,,,,,,,,
122650,2,1,2,1,1,1,2,,1,2,1,1,36,1,3,,,,
122651,1,1,2,2,,,2,,,,,,,,,,,,
122652,1,1,2,2,,,2,,,,,,,,,,,,
122653,1,1,2,2,,,2,,,,,,,,,2,,2,2
122654,1,1,2,2,,,2,,,,,,,,,,,,
122655,3,3,1,1,2,,2,,,,,,,,,,,,
122656,3,3,2,1,1,1,1,1,,,,,,,,,,,
122657,1,1,2,2,,,2,,,,,,,,,,,,
122658,1,1,2,2,,,2,,,,,,,,,,,,
122659,1,1,2,2,,,2,,,,,,,,,,,,
122660,1,1,2,1,1,1,2,,,,,,,,,,,,
122661,1,1,2,1,1,1,1,1,1,1,1,,11,1,4,,,,
122662,2,2,2,1,2,,2,,,,,,,,,,,,
122663,1,1,2,1,1,2,2,,,,,,,,,,,,
122664,1,1,2,1,2,,2,,,,,,,,,,,,
122665,,,,,,,,,,,,,,,,,,,
122666,4,4,2,1,1,1,2,,,,,,,,,,,,
122667,1,1,2,1,1,1,2,,,,,,,,,,,,
122668,2,2,2,1,1,1,1,1,1,1,1,1,24,1,1,,,,
122669,2,2,2,1,1,1,2,,,,,,,,,,,,
122670,1,1,2,1,2,,2,,,,,,,,,,,,
122671,1,1,2,1,1,1,1,1,,,,,,,,,,,
122672,1,1,2,2,,,2,,,,,,,,,,,,
122673,4,4,1,1,2,,2,,,,,,,,,,,,
122674,2,2,2,1,1,1,1,1,,,,,,,,,,,
122675,1,1,2,2,,,2,,,,,,,,,,,,
122676,1,1,2,2,,,2,,,,,,,,,,,,
122677,2,1,2,1,1,2,1,1,,,,,,,,,,,
122678,2,2,1,1,1,1,2,,,,,,,,,,,,
122679,1,1,2,2,,,2,,2,,,,,2,,,,,
122680,1,1,2,2,,,1,1,1,1,1,,2,1,2,,,,
122681,1,1,2,2,,,2,,,,,,,,,,,,
122682,3,3,2,1,1,1,2,,,,,,,,,,,,
122683,3,3,2,1,2,,2,,,,,,,,,,,,
122684,,,,,,,,,,,,,,,,2,,2,2
122685,1,1,2,2,,,2,,,,,,,,,,,,
122686,1,1,2,2,,,2,,,,,,,,,,,,
122687,3,3,2,1,2,,2,,,,,,,,,,,,
122688,,,,,,,,,,,,,,,,,,,
122689,3,3,2,1,1,1,1,1,,,,,,,,,,,
122690,1,1,2,2,,,2,,,,,,,,,,,,
122691,1,1,2,1,2,,2,,,,,,,,,,,,
122692,1,1,2,1,1,1,2,,,,,,,,,,,,
122693,1,1,2,2,,,2,,,,,,,,,,,,
122694,1,1,2,2,,,2,,,,,,,,,,,,
122695,3,3,1,1,1,1,1,1,,,,,,,,,,,
122696,1,1,1,1,2,,2,,,,,,,,,,,,
122697,1,1,2,2,,,2,,2,,,,,2,,,,,
122698,4,4,2,1,1,1,1,2,,,,,,,,,,,
122699,3,3,2,1,1,1,1,1,,,,,,,,,,,
122700,1,1,2,2,,,2,,,,,,,,,,,,
122701,3,4,1,1,1,1,1,1,,,,,,,,2,,2,2
122702,3,4,2,1,2,,2,,2,,,,,2,,,,,
122703,1,1,2,2,,,2,,,,,,,,,,,,
122704,1,1,2,1,2,,2,,,,,,,,,,,,
122705,1,1,2,2,,,2,,,,,,,,,,,,
122706,1,1,2,2,,,2,,,,,,,,,,,,
122707,1,1,2,1,1,2,2,,,,,,,,,,,,
122708,1,1,2,2,,,1,1,1,1,1,1,24,1,6,,,,
122709,4,4,1,1,1,1,2,,,,,,,,,,,,
122710,1,1,2,2,,,1,1,,,,,,,,,,,
122711,1,1,2,1,2,,2,,,,,,,,,,,,
122712,4,4,1,1,1,1,2,,,,,,,,,,,,
122713,1,1,2,1,2,,2,,,,,,,,,,,,
122714,1,1,2,2,,,2,,2,,,,,2,,,,,
122715,1,1,2,2,,,2,,,,,,,,,,,,
122716,3,2,1,1,1,2,2,,,,,,,,,,,,
122717,3,3,2,2,,,2,,,,,,,,,,,,
122718,1,1,2,1,2,,2,,,,,,,,,,,,
122719,1,1,2,2,,,2,,,,,,,,,,,,
122720,3,3,2,1,1,1,2,,,,,,,,,,,,
122721,1,1,2,1,2,,2,,,,,,,,,,,,
122722,4,4,2,1,2,,2,,,,,,,,,,,,
122723,2,2,1,1,1,1,2,,1,2,1,2,12,1,6,,,,
122724,1,1,2,1,2,,2,,,,,,,,,,,,
122725,1,1,2,1,2,,2,,,,,,,,,,,,
122726,1,1,2,1,1,1,1,9,,,,,,,,,,,
122727,4,4,2,1,2,,2,,,,,,,,,,,,
122728,3,3,1,1,2,,1,2,1,2,1,1,60,1,3,,,,
122729,3,2,1,1,1,1,2,,,,,,,,,,,,
122730,4,4,1,1,1,1,2,,,,,,,,,,,,
122731,1,1,2,2,,,2,,,,,,,,,,,,
122732,1,1,2,1,1,1,2,,,,,,,,,,,,
122733,3,3,1,1,1,1,2,,,,,,,,,,,,
122734,2,2,1,1,1,1,2,,,,,,,,,,,,
122735,3,2,2,1,1,1,1,2,1,2,1,2,9,1,2,,,,
122736,4,4,1,1,2,,2,,,,,,,,,,,,
122737,1,1,2,1,2,,2,,,,,,,,,2,,2,2
122738,1,1,2,1,2,,2,,1,2,1,1,24,2,,,,,
122739,1,1,2,1,2,,2,,,,,,,,,,,,
122740,2,2,2,1,1,1,1,1,,,,,,,,2,,1,1
122741,1,1,2,1,2,,2,,,,,,,,,,,,
122742,1,1,2,1,2,,2,,,,,,,,,,,,
122743,1,1,2,2,,,2,,,,,,,,,,,,
122744,1,1,2,2,,,2,,,,,,,,,,,,
122745,2,2,2,1,1,1,2,,,,,,,,,,,,
122746,1,1,2,2,,,2,,,,,,,,,,,,
122747,2,2,2,1,1,1,2,,,,,,,,,,,,
122748,1,1,2,1,2,,2,,,,,,,,,,,,
122749,1,1,2,2,,,2,,,,,,,,,,,,
122750,1,1,2,2,,,2,,1,2,2,1,12,2,,,,,
122751,1,1,2,2,,,2,,2,,,,,2,,,,,
122752,4,4,2,1,2,,2,,,,,,,,,,,,
122753,1,1,2,2,,,2,,,,,,,,,,,,
122754,1,1,2,2,,,1,2,1,2,1,1,24,1,4,,,,
122755,1,1,2,1,1,1,1,1,,,,,,,,,,,
122756,1,1,2,1,1,1,1,1,,,,,,,,,,,
122757,1,1,2,2,,,1,1,1,1,1,,1,1,3,,,,
122758,1,1,2,1,2,,2,,,,,,,,,,,,
122759,1,1,2,2,,,2,,,,,,,,,,,,
122760,1,1,2,2,,,1,1,,,,,,,,,,,
122761,1,1,2,2,,,2,,2,,,,,2,,,,,
122762,1,1,2,2,,,2,,,,,,,,,,,,
122763,1,1,2,2,,,2,,,,,,,,,,,,
122764,1,1,2,1,2,,2,,,,,,,,,,,,
122765,1,1,2,2,,,2,,,,,,,,,,,,
122766,4,4,2,1,2,,2,,,,,,,,,,,,
122767,1,1,2,2,,,2,,,,,,,,,,,,
122768,1,1,2,2,,,2,,,,,,,,,,,,
122769,1,1,2,1,2,,2,,,,,,,,,,,,
122770,3,3,2,1,2,,2,,,,,,,,,,,,
122771,4,4,2,2,,,2,,,,,,,,,,,,
122772,4,4,2,1,1,1,2,,,,,,,,,,,,
122773,2,2,2,1,1,1,1,1,,,,,,,,,,,
122774,1,1,2,2,,,2,,,,,,,,,,,,
122775,2,2,2,1,2,,2,,,,,,,,,,,,
122776,2,2,2,1,1,2,2,,,,,,,,,,,,
122777,1,1,2,2,,,2,,,,,,,,,2,,2,2
122778,1,1,2,1,1,1,1,1,1,1,1,,7,1,3,,,,
122779,1,1,2,2,,,2,,,,,,,,,,,,
122780,1,1,2,2,,,2,,,,,,,,,,,,
122781,,,,,,,,,,,,,,,,,,,
122782,1,1,2,1,2,,1,1,,,,,,,,,,,
122783,4,4,1,1,1,1,2,,,,,,,,,,,,
122784,1,1,2,2,,,2,,,,,,,,,,,,
122785,1,1,2,2,,,2,,,,,,,,,,,,
122786,1,1,2,1,2,,2,,,,,,,,,,,,
122787,1,1,2,2,,,2,,,,,,,,,,,,
122788,1,1,2,2,,,1,1,1,1,1,1,36,1,2,,,,
122789,1,1,2,1,2,,2,,,,,,,,,,,,
122790,1,1,2,2,,,2,,,,,,,,,,,,
122791,4,4,2,2,,,2,,,,,,,,,,,,
122792,1,1,1,1,1,2,2,,,,,,,,,,,,
122793,1,1,2,1,2,,1,1,1,1,1,,9,1,3,,,,
122794,1,1,2,2,,,1,1,1,1,1,1,42,1,4,,,,
122795,,,,,,,,,,,,,,,,,,,
122796,1,1,2,2,,,2,,,,,,,,,,,,
122797,,,,,,,,,1,2,1,1,60,1,2,,,,
122798,2,2,2,1,1,1,1,1,,,,,,,,,,,
122799,1,1,2,1,1,1,2,,,,,,,,,,,,
122800,4,3,2,1,1,1,1,1,,,,,,,,1,6,1,2
122801,3,3,2,1,1,1,2,,,,,,,,,,,,
122802,1,1,2,2,,,1,1,,,,,,,,,,,
122803,,,,,,,,,,,,,,,,,,,
122804,3,3,2,1,2,,2,,,,,,,,,,,,
122805,4,4,2,1,1,2,2,,,,,,,,,,,,
122806,1,1,2,2,,,2,,,,,,,,,,,,
122807,1,1,1,1,1,1,2,,,,,,,,,,,,
122808,2,2,2,1,1,1,2,,1,2,1,1,999,2,,,,,
122809,1,1,2,1,2,,2,,,,,,,,,,,,
122810,1,1,2,2,,,2,,2,,,,,2,,,,,
122811,1,1,2,2,,,2,,,,,,,,,,,,
122812,1,1,2,2,,,2,,,,,,,,,,,,
122813,1,1,2,2,,,2,,,,,,,,,,,,
122814,1,1,2,2,,,2,,,,,,,,,,,,
122815,1,1,2,2,,,2,,,,,,,,,,,,
122816,1,1,2,2,,,2,,,,,,,,,,,,
122817,1,1,2,2,,,1,1,,,,,,,,,,,
122818,1,1,2,1,1,1,2,,,,,,,,,,,,
122819,1,1,2,1,1,1,1,1,1,1,1,1,17,1,5,,,,
122820,1,1,2,2,,,2,,,,,,,,,,,,
122821,1,1,2,2,,,2,,,,,,,,,,,,
122822,1,1,2,2,,,2,,,,,,,,,,,,
122823,1,1,2,2,,,2,,,,,,,,,,,,
122824,1,1,2,1,1,2,1,1,,,,,,,,,,,
122825,1,1,2,2,,,2,,,,,,,,,,,,
122826,1,1,2,2,,,1,1,,,,,,,,1,2,3,1
122827,1,1,2,2,,,2,,,,,,,,,,,,
122828,1,1,2,1,1,1,2,,,,,,,,,,,,
122829,3,4,2,1,2,,2,,,,,,,,,,,,
122830,4,4,2,2,,,2,,,,,,,,,,,,
122831,1,1,2,1,1,1,2,,,,,,,,,,,,
122832,1,1,1,1,2,,2,,,,,,,,,,,,
122833,3,3,2,1,1,1,2,,,,,,,,,,,,
122834,1,1,2,1,2,,1,1,,,,,,,,,,,
122835,3,3,1,1,1,1,2,,,,,,,,,,,,
122836,1,1,2,2,,,2,,2,,,,,2,,,,,
122837,1,1,2,1,2,,2,,1,2,1,2,12,9,,,,,
122838,2,2,2,2,,,2,,,,,,,,,,,,
122839,1,1,2,2,,,2,,,,,,,,,2,,2,2
122840,1,1,2,2,,,2,,,,,,,,,,,,
122841,3,2,1,1,1,2,1,1,,,,,,,,,,,
122842,3,3,2,2,,,2,,,,,,,,,,,,
122843,1,1,2,2,,,2,,,,,,,,,,,,
122844,1,1,2,1,1,2,2,,,,,,,,,,,,
122845,2,2,2,1,2,,2,,,,,,,,,,,,
122846,4,4,1,1,1,1,1,2,,,,,,,,2,,2,2
122847,1,1,2,2,,,2,,,,,,,,,,,,
122848,3,3,1,2,,,2,,,,,,,,,,,,
122849,1,1,2,2,,,2,,,,,,,,,,,,
122850,4,4,2,1,1,1,2,,,,,,,,,,,,
122851,3,3,2,1,1,1,2,,,,,,,,,,,,
122852,1,1,2,2,,,2,,,,,,,,,2,,2,2
122853,1,1,2,2,,,2,,2,,,,,2,,,,,
122854,1,1,2,1,2,,2,,,,,,,,,,,,
122855,1,1,2,1,1,1,1,1,,,,,,,,,,,
122856,1,1,2,2,,,2,,,,,,,,,,,,
122857,1,1,2,2,,,2,,2,,,,,2,,,,,
122858,1,1,2,1,1,1,1,9,1,1,1,,10,1,4,,,,
122859,1,1,2,2,,,2,,,,,,,,,2,,2,2
122860,2,2,2,2,,,2,,,,,,,,,,,,
122861,3,3,2,1,1,1,1,1,1,2,1,1,18,1,1,,,,
122862,4,4,1,1,1,1,1,2,1,2,1,1,24,1,6,,,,
122863,3,2,2,1,2,,2,,,,,,,,,,,,
122864,1,1,2,2,,,2,,,,,,,,,,,,
122865,1,1,2,2,,,2,,2,,,,,2,,,,,
122866,1,1,2,1,2,,2,,,,,,,,,,,,
122867,1,1,2,2,,,2,,,,,,,,,,,,
122868,,,,,,,,,1,2,1,1,36,1,2,,,,
122869,2,2,2,1,1,1,2,,,,,,,,,,,,
122870,3,3,2,2,,,1,1,,,,,,,,,,,
122871,4,4,2,2,,,2,,,,,,,,,,,,
122872,1,1,2,1,1,2,2,,,,,,,,,,,,
122873,1,1,2,2,,,2,,2,,,,,2,,,,,
122874,1,1,2,1,2,,2,,,,,,,,,,,,
122875,2,2,2,2,,,9,,1,2,1,2,12,2,,,,,
122876,3,3,2,2,,,2,,,,,,,,,,,,
122877,1,1,2,1,1,2,2,,,,,,,,,,,,
122878,1,1,2,2,,,2,,,,,,,,,,,,
122879,1,1,2,1,1,1,1,1,1,1,1,,3,2,,,,,
122880,2,2,2,2,,,2,,,,,,,,,,,,
122881,4,4,2,2,,,2,,,,,,,,,,,,
122882,3,3,2,1,2,,1,2,,,,,,,,,,,
122883,3,3,1,1,1,2,2,,,,,,,,,,,,
122884,2,2,1,1,1,1,2,,,,,,,,,,,,
122885,2,2,2,2,,,2,,,,,,,,,,,,
122886,4,4,2,1,1,1,2,,,,,,,,,,,,
122887,1,1,2,2,,,2,,,,,,,,,,,,
122888,3,3,1,1,1,1,2,,,,,,,,,,,,
122889,2,2,2,2,,,2,,,,,,,,,,,,
122890,1,1,2,1,2,,2,,,,,,,,,,,,
122891,1,1,1,1,2,,1,1,1,1,1,1,24,1,6,,,,
122892,1,1,2,1,2,,2,,,,,,,,,,,,
122893,2,2,2,2,,,2,,,,,,,,,,,,
122894,2,2,1,1,1,1,1,1,,,,,,,,,,,
122895,1,1,2,2,,,2,,,,,,,,,,,,
122896,3,3,2,1,1,1,2,,,,,,,,,,,,
122897,1,1,2,2,,,2,,,,,,,,,,,,
122898,1,1,2,2,,,2,,,,,,,,,,,,
122899,,,,,,,,,,,,,,,,,,,
122900,4,4,2,1,1,1,2,,,,,,,,,,,,
122901,1,1,2,2,,,2,,,,,,,,,,,,
122902,3,4,1,1,1,1,2,,,,,,,,,,,,
122903,1,1,2,2,,,2,,,,,,,,,,,,
122904,1,1,2,2,,,2,,,,,,,,,,,,
122905,4,4,2,1,1,1,2,,,,,,,,,,,,
122906,2,2,1,1,2,,2,,,,,,,,,2,,2,2
122907,1,1,2,1,1,1,1,1,,,,,,,,,,,
122908,1,1,2,1,2,,2,,,,,,,,,,,,
122909,1,1,2,2,,,2,,,,,,,,,,,,
122910,1,1,1,1,2,,1,1,,,,,,,,,,,
122911,2,2,2,1,1,1,1,1,,,,,,,,1,5,1,1
122912,1,1,2,2,,,2,,,,,,,,,,,,
122913,2,2,2,1,2,,2,,,,,,,,,,,,
122914,1,1,1,1,1,2,2,,,,,,,,,,,,
122915,3,2,1,1,1,1,1,1,,,,,,,,,,,
122916,1,1,2,2,,,2,,,,,,,,,,,,
122917,2,2,2,1,1,1,1,1,1,2,1,1,48,1,3,,,,
122918,3,4,2,1,2,,2,,,,,,,,,,,,
122919,2,2,2,2,,,1,2,,,,,,,,,,,
122920,1,1,2,1,1,1,2,,,,,,,,,,,,
122921,1,1,2,2,,,2,,,,,,,,,,,,
122922,1,1,2,2,,,2,,,,,,,,,,,,
122923,1,1,2,1,1,1,1,1,,,,,,,,,,,
122924,1,1,2,1,1,1,2,,,,,,,,,,,,
122925,4,4,2,2,,,2,,,,,,,,,,,,
122926,1,1,2,2,,,2,,,,,,,,,,,,
122927,1,1,2,2,,,2,,2,,,,,1,4,,,,
122928,1,1,2,2,,,2,,,,,,,,,,,,
122929,1,1,2,1,1,1,1,1,,,,,,,,1,6,1,2
122930,1,1,2,1,2,,2,,,,,,,,,,,,
122931,1,1,2,2,,,2,,,,,,,,,,,,
122932,1,1,2,1,1,1,2,,,,,,,,,,,,
122933,2,2,2,2,,,2,,,,,,,,,,,,
122934,1,1,2,1,2,,2,,,,,,,,,,,,
122935,2,2,2,2,,,1,1,1,1,1,,2,1,4,,,,
122936,1,1,2,1,1,1,2,,,,,,,,,,,,
122937,3,3,2,1,1,1,2,,,,,,,,,,,,
122938,1,1,1,1,1,1,2,,,,,,,,,,,,
