"SEQN","INDFMMPI","INDFMMPC"
110983,2.35,3
110984,5,3
110985,1.48,2
110986,5,3
110987,5,3
110988,,
110989,,9
110990,,7
110991,5,3
110992,2.44,3
110993,2.07,3
110994,5,3
110995,3.53,3
110996,,
110997,3.26,3
110998,5,3
110999,1.22,1
111000,,
111001,2.5,3
111002,,3
111003,2.92,3
111004,1.22,1
111005,,
111006,3.55,3
111007,,7
111008,1.49,2
111009,0.52,1
111010,1.15,1
111011,1.78,2
111012,,9
111013,5,3
111014,1.31,2
111015,,1
111016,1.43,2
111017,,3
111018,5,3
111019,4.59,3
111020,0.52,1
111021,3.9,3
111022,1.63,2
111023,,
111024,,
111025,1.7,2
111026,0.88,1
111027,,
111028,1.47,2
111029,0.67,1
111030,3.69,3
111031,5,3
111032,3.64,3
111033,,
111034,5,3
111035,1.47,2
111036,5,3
111037,5,3
111038,1.17,1
111039,1.67,2
111040,2.04,3
111041,3.47,3
111042,2.14,3
111043,,
111044,1.88,3
111045,1.54,2
111046,0.59,1
111047,,
111048,0.4,1
111049,3.38,3
111050,2.39,3
111051,0.99,1
111052,5,3
111053,0.33,1
111054,3.55,3
111055,,1
111056,0.87,1
111057,5,3
111058,,9
111059,1.19,1
111060,0.76,1
111061,2.86,3
111062,4.96,3
111063,5,3
111064,1.6,2
111065,0.93,1
111066,1.97,3
111067,3.18,3
111068,3.77,3
111069,1.08,1
111070,,1
111071,,2
111072,1.27,1
111073,0.67,1
111074,0.24,1
111075,,3
111076,0.33,1
111077,4.63,3
111078,2.89,3
111079,,7
111080,2.92,3
111081,,
111082,0.93,1
111083,,
111084,2.49,3
111085,,9
111086,,3
111087,1.48,2
111088,1.71,2
111089,0.96,1
111090,0.82,1
111091,1.14,1
111092,3.58,3
111093,1.35,2
111094,,3
111095,2.36,3
111096,0.62,1
111097,1.36,2
111098,5,3
111099,2.78,3
111100,1.62,2
111101,3.65,3
111102,1.97,3
111103,1.95,3
111104,1.6,2
111105,0.92,1
111106,0.41,1
111107,,9
111108,1.56,2
111109,3.16,3
111110,0.46,1
111111,0.76,1
111112,2.78,3
111113,5,3
111114,1.92,3
111115,1.46,2
111116,1.12,1
111117,5,3
111118,,
111119,2.5,3
111120,1.43,2
111121,1.76,2
111122,3.9,3
111123,1.66,2
111124,3.32,3
111125,0.39,1
111126,3.84,3
111127,2.7,3
111128,,2
111129,1.19,1
111130,,
111131,1.07,1
111132,0.62,1
111133,,3
111134,4.18,3
111135,1.4,2
111136,,
111137,0.45,1
111138,1.48,2
111139,1.8,2
111140,,1
111141,4.77,3
111142,4.17,3
111143,0.6,1
111144,2.96,3
111145,0.96,1
111146,1.88,3
111147,1.8,2
111148,,
111149,1.85,2
111150,0.87,1
111151,0.4,1
111152,2.89,3
111153,5,3
111154,0.35,1
111155,1.41,2
111156,3.82,3
111157,5,3
111158,0.94,1
111159,0.74,1
111160,0.59,1
111161,0,1
111162,,
111163,3.9,3
111164,5,3
111165,3.41,3
111166,,
111167,,
111168,3.26,3
111169,,
111170,,1
111171,,
111172,0.4,1
111173,,
111174,0.98,1
111175,0.4,1
111176,4.43,3
111177,,1
111178,2.22,3
111179,3.38,3
111180,,7
111181,,3
111182,1.31,2
111183,5,3
111184,0.62,1
111185,0.69,1
111186,3.82,3
111187,0.89,1
111188,2.48,3
111189,,1
111190,4.16,3
111191,2.44,3
111192,0,1
111193,2.08,3
111194,5,3
111195,,
111196,,3
111197,0.9,1
111198,,
111199,1.04,1
111200,1.17,1
111201,,
111202,4.17,3
111203,3.65,3
111204,5,3
111205,5,3
111206,5,3
111207,1.71,2
111208,5,3
111209,2.98,3
111210,2.69,3
111211,1.2,1
111212,1.28,1
111213,5,3
111214,,9
111215,0.77,1
111216,,3
111217,,3
111218,0,1
111219,3.55,3
111220,0.06,1
111221,5,3
111222,,3
111223,,
111224,3.65,3
111225,,
111226,1.11,1
111227,2.25,3
111228,3.17,3
111229,,1
111230,,1
111231,5,3
111232,1.63,2
111233,,
111234,1.39,2
111235,0,1
111236,,
111237,1.75,2
111238,1.42,2
111239,0.95,1
111240,5,3
111241,,
111242,,
111243,5,3
111244,5,3
111245,1.49,2
111246,2.94,3
111247,0.9,1
111248,1.58,2
111249,2.13,3
111250,0.5,1
111251,0.43,1
111252,5,3
111253,,3
111254,5,3
111255,,2
111256,3.53,3
111257,,3
111258,5,3
111259,5,3
111260,0.33,1
111261,,1
111262,0.95,1
111263,,3
111264,0.32,1
111265,,
111266,2.92,3
111267,2.44,3
111268,1.09,1
111269,1.33,2
111270,0.85,1
111271,5,3
111272,0,1
111273,0.28,1
111274,,
111275,3.5,3
111276,4.25,3
111277,0.92,1
111278,0.72,1
111279,5,3
111280,5,3
111281,5,3
111282,1.39,2
111283,5,3
111284,0.73,1
111285,,3
111286,5,3
111287,1.71,2
111288,2.4,3
111289,2.16,3
111290,1.07,1
111291,,
111292,1.14,1
111293,1.1,1
111294,0.48,1
111295,,9
111296,3.05,3
111297,4.37,3
111298,0.69,1
111299,3.9,3
111300,0.4,1
111301,2.77,3
111302,1.91,3
111303,,9
111304,3.77,3
111305,1.35,2
111306,1.35,2
111307,5,3
111308,5,3
111309,2.64,3
111310,,
111311,,1
111312,1.96,3
111313,5,3
111314,,7
111315,,
111316,5,3
111317,2.35,3
111318,,3
111319,1.59,2
111320,1.39,2
111321,,1
111322,1.43,2
111323,1.11,1
111324,3.28,3
111325,,9
111326,0.59,1
111327,1.15,1
111328,3.99,3
111329,,3
111330,0,1
111331,,2
111332,0,1
111333,2.06,3
111334,,
111335,,3
111336,5,3
111337,,
111338,,1
111339,2.39,3
111340,1.82,2
111341,0.71,1
111342,3.38,3
111343,0.81,1
111344,0.42,1
111345,0.4,1
111346,0.92,1
111347,0,1
111348,0.83,1
111349,5,3
111350,,7
111351,3.9,3
111352,2.84,3
111353,1.58,2
111354,5,3
111355,,9
111356,3.26,3
111357,3.94,3
111358,4.58,3
111359,1.63,2
111360,2.76,3
111361,,2
111362,3.55,3
111363,2.29,3
111364,5,3
111365,2.84,3
111366,0.57,1
111367,1.81,2
111368,0.77,1
111369,0.57,1
111370,1.8,2
111371,2.01,3
111372,2.84,3
111373,3.17,3
111374,5,3
111375,,3
111376,0.82,1
111377,5,3
111378,,2
111379,0.41,1
111380,1,1
111381,,9
111382,,2
111383,2.02,3
111384,1.4,2
111385,1.82,2
111386,0.38,1
111387,2.64,3
111388,,
111389,1.21,1
111390,1.85,2
111391,0.99,1
111392,0.31,1
111393,1.22,1
111394,4.37,3
111395,1.1,1
111396,1.37,2
111397,0.28,1
111398,0.29,1
111399,0.55,1
111400,3.09,3
111401,0.5,1
111402,0.8,1
111403,0,1
111404,0.2,1
111405,1.22,1
111406,5,3
111407,2.32,3
111408,5,3
111409,,3
111410,,
111411,1.41,2
111412,0.65,1
111413,,
111414,,
111415,1.13,1
111416,1.18,1
111417,1.6,2
111418,0.41,1
111419,,
111420,0,1
111421,,1
111422,1.44,2
111423,0.69,1
111424,1.12,1
111425,,3
111426,3.41,3
111427,1.27,1
111428,0.81,1
111429,1.4,2
111430,4.06,3
111431,0.81,1
111432,,
111433,0.65,1
111434,0.9,1
111435,0.51,1
111436,3.34,3
111437,2.81,3
111438,2.35,3
111439,2.48,3
111440,5,3
111441,5,3
111442,1.41,2
111443,3.88,3
111444,,7
111445,1.17,1
111446,2.92,3
111447,0,1
111448,,9
111449,1.18,1
111450,1.53,2
111451,1.17,1
111452,2.63,3
111453,,3
111454,2.33,3
111455,,2
111456,0.71,1
111457,1.05,1
111458,3.66,3
111459,0.84,1
111460,,
111461,,3
111462,3.96,3
111463,1.02,1
111464,1.04,1
111465,5,3
111466,0.73,1
111467,,3
111468,,1
111469,,9
111470,4.97,3
111471,1.5,2
111472,5,3
111473,0.53,1
111474,,9
111475,2.89,3
111476,,
111477,1.82,2
111478,0.51,1
111479,,
111480,,
111481,3.33,3
111482,2.94,3
111483,,3
111484,0.82,1
111485,1.22,1
111486,5,3
111487,1.16,1
111488,1.11,1
111489,2.12,3
111490,,
111491,,
111492,,9
111493,1.87,3
111494,0.66,1
111495,2.92,3
111496,,
111497,,3
111498,,
111499,0.88,1
111500,0.96,1
111501,5,3
111502,1.78,2
111503,3.55,3
111504,1.91,3
111505,4.05,3
111506,3.82,3
111507,5,3
111508,,
111509,0.95,1
111510,3.66,3
111511,,
111512,1.44,2
111513,,
111514,5,3
111515,0.8,1
111516,,3
111517,,
111518,1.31,2
111519,0.35,1
111520,,9
111521,0.71,1
111522,1.69,2
111523,0.4,1
111524,2.49,3
111525,4.37,3
111526,0.55,1
111527,0.62,1
111528,1.19,1
111529,0.76,1
111530,0.48,1
111531,,1
111532,5,3
111533,1.25,1
111534,0.69,1
111535,,
111536,3.95,3
111537,1.42,2
111538,1.86,3
111539,,
111540,2.15,3
111541,,3
111542,5,3
111543,1.75,2
111544,1.55,2
111545,0.98,1
111546,1.29,1
111547,0.93,1
111548,,
111549,1.09,1
111550,,7
111551,0.93,1
111552,,2
111553,,9
111554,4.18,3
111555,5,3
111556,1.24,1
111557,1.85,2
111558,4.37,3
111559,4.39,3
111560,,3
111561,,3
111562,4.88,3
111563,5,3
111564,1.44,2
111565,,
111566,,1
111567,1.09,1
111568,0.55,1
111569,0.74,1
111570,1.6,2
111571,0.89,1
111572,5,3
111573,1.19,1
111574,5,3
111575,2.39,3
111576,1.23,1
111577,0.71,1
111578,0.34,1
111579,2.05,3
111580,2.08,3
111581,5,3
111582,4.88,3
111583,0.72,1
111584,2.87,3
111585,1.53,2
111586,2.97,3
111587,2.94,3
111588,1.85,2
111589,0.76,1
111590,,2
111591,2.91,3
111592,1.67,2
111593,0.66,1
111594,0.58,1
111595,,
111596,1.43,2
111597,1.27,1
111598,1.92,3
111599,1.33,2
111600,0.98,1
111601,1.32,2
111602,0.93,1
111603,0.24,1
111604,1.43,2
111605,5,3
111606,5,3
111607,,9
111608,,9
111609,,9
111610,0.75,1
111611,5,3
111612,0.24,1
111613,2.97,3
111614,,9
111615,5,3
111616,5,3
111617,,1
111618,,
111619,1.06,1
111620,0,1
111621,2.19,3
111622,5,3
111623,0,1
111624,2.19,3
111625,2.31,3
111626,1.86,3
111627,1.21,1
111628,,
111629,,
111630,1.05,1
111631,1.95,3
111632,,
111633,0.55,1
111634,1.43,2
111635,2.88,3
111636,0.83,1
111637,2.6,3
111638,4.78,3
111639,4.37,3
111640,,9
111641,5,3
111642,1.48,2
111643,3.43,3
111644,,
111645,,1
111646,,3
111647,2.19,3
111648,5,3
111649,0.57,1
111650,4.43,3
111651,,
111652,0.55,1
111653,2.11,3
111654,0.68,1
111655,0.58,1
111656,1.02,1
111657,2.6,3
111658,4.11,3
111659,,1
111660,,
111661,3.46,3
111662,1.75,2
111663,,3
111664,,9
111665,,9
111666,0.59,1
111667,4.18,3
111668,5,3
111669,0.45,1
111670,0.98,1
111671,0.84,1
111672,1.48,2
111673,,
111674,,
111675,3.09,3
111676,0.67,1
111677,1.42,2
111678,1.52,2
111679,0.59,1
111680,,
111681,4.3,3
111682,2.92,3
111683,0.48,1
111684,5,3
111685,1.39,2
111686,0.85,1
111687,3.14,3
111688,2.1,3
111689,0.3,1
111690,,9
111691,3.38,3
111692,,3
111693,4.37,3
111694,0.82,1
111695,1.69,2
111696,,
111697,3.87,3
111698,0.78,1
111699,4.27,3
111700,5,3
111701,,
111702,3.26,3
111703,4.77,3
111704,0,1
111705,1.56,2
111706,0.75,1
111707,2.84,3
111708,1.79,2
111709,,
111710,3.18,3
111711,5,3
111712,,1
111713,2.04,3
111714,,7
111715,5,3
111716,1.1,1
111717,4.7,3
111718,1.15,1
111719,0.41,1
111720,1.09,1
111721,0.59,1
111722,0.66,1
111723,5,3
111724,5,3
111725,,
111726,,
111727,5,3
111728,0.97,1
111729,,3
111730,2.35,3
111731,,2
111732,3.26,3
111733,2.19,3
111734,0.5,1
111735,2.19,3
111736,3.36,3
111737,,2
111738,,3
111739,1.04,1
111740,,3
111741,1.88,3
111742,,9
111743,,3
111744,5,3
111745,4.61,3
111746,0,1
111747,0.38,1
111748,3.76,3
111749,2.22,3
111750,5,3
111751,4.62,3
111752,3.46,3
111753,,
111754,1.91,3
111755,1.88,3
111756,,3
111757,0.42,1
111758,5,3
111759,3.04,3
111760,1.54,2
111761,5,3
111762,,
111763,0.94,1
111764,1.45,2
111765,1.86,3
111766,5,3
111767,0.14,1
111768,0.49,1
111769,2.39,3
111770,1.12,1
111771,3.73,3
111772,0.74,1
111773,1.19,1
111774,1.78,2
111775,0.55,1
111776,1.35,2
111777,2.15,3
111778,1.86,3
111779,2.57,3
111780,,1
111781,1.73,2
111782,,
111783,1.03,1
111784,4.98,3
111785,4.27,3
111786,,
111787,0.59,1
111788,5,3
111789,0.37,1
111790,3.98,3
111791,3.35,3
111792,5,3
111793,0.5,1
111794,0.71,1
111795,5,3
111796,5,3
111797,1.49,2
111798,2.04,3
111799,4.62,3
111800,4.11,3
111801,,
111802,4.37,3
111803,1.06,1
111804,0.89,1
111805,3.46,3
111806,,
111807,0.33,1
111808,1.58,2
111809,5,3
111810,5,3
111811,2.92,3
111812,1.04,1
111813,1.81,2
111814,5,3
111815,,3
111816,,
111817,0.98,1
111818,0.6,1
111819,0.87,1
111820,,
111821,3.33,3
111822,0.82,1
111823,2.06,3
111824,1.4,2
111825,5,3
111826,,
111827,1.03,1
111828,,1
111829,0,1
111830,,2
111831,4.27,3
111832,,
111833,0.96,1
111834,1.09,1
111835,2.36,3
111836,1.73,2
111837,0.59,1
111838,3.34,3
111839,,
111840,1.43,2
111841,2.93,3
111842,0.82,1
111843,5,3
111844,5,3
111845,,1
111846,1.19,1
111847,,
111848,,
111849,5,3
111850,2.21,3
111851,1.91,3
111852,,
111853,,9
111854,2.84,3
111855,5,3
111856,1.45,2
111857,2.94,3
111858,1.92,3
111859,1.63,2
111860,1.74,2
111861,1.13,1
111862,4.4,3
111863,1.98,3
111864,1.58,2
111865,,9
111866,,9
111867,,3
111868,,
111869,2.32,3
111870,3.19,3
111871,0.98,1
111872,0.49,1
111873,1.56,2
111874,0.92,1
111875,,3
111876,0.93,1
111877,0.29,1
111878,2.08,3
111879,1.69,2
111880,0.41,1
111881,0.2,1
111882,0.74,1
111883,5,3
111884,,3
111885,3.27,3
111886,5,3
111887,1.73,2
111888,2.06,3
111889,5,3
111890,3.28,3
111891,0.46,1
111892,1.42,2
111893,3.99,3
111894,1.76,2
111895,5,3
111896,5,3
111897,0,1
111898,3.16,3
111899,4.88,3
111900,0.74,1
111901,2.13,3
111902,0.63,1
111903,1.8,2
111904,,3
111905,0.77,1
111906,3.87,3
111907,2.49,3
111908,2.21,3
111909,0.86,1
111910,1.63,2
111911,3.23,3
111912,2.31,3
111913,2.93,3
111914,0.93,1
111915,0.73,1
111916,,3
111917,1.15,1
111918,1.5,2
111919,0.71,1
111920,0.73,1
111921,1.05,1
111922,5,3
111923,1.44,2
111924,0.7,1
111925,2.84,3
111926,2.57,3
111927,2.5,3
111928,,7
111929,1.82,2
111930,2.26,3
111931,,3
111932,,1
111933,1.15,1
111934,4.62,3
111935,5,3
111936,0.59,1
111937,1.43,2
111938,3.64,3
111939,0.85,1
111940,0.94,1
111941,0.46,1
111942,2.17,3
111943,1.28,1
111944,1.76,2
111945,1.63,2
111946,1.15,1
111947,1.14,1
111948,1.22,1
111949,2.31,3
111950,1.73,2
111951,1.55,2
111952,4.66,3
111953,1.22,1
111954,,
111955,3.67,3
111956,0.86,1
111957,0.7,1
111958,1.34,2
111959,2.44,3
111960,3.53,3
111961,,1
111962,3.82,3
111963,0.5,1
111964,1.02,1
111965,1.39,2
111966,4.61,3
111967,,
111968,,
111969,1.04,1
111970,1.26,1
111971,1.27,1
111972,1.11,1
111973,,9
111974,1.71,2
111975,,
111976,4.88,3
111977,1.28,1
111978,4.62,3
111979,,2
111980,2.22,3
111981,2.92,3
111982,,
111983,0.68,1
111984,0.87,1
111985,1.09,1
111986,4.98,3
111987,3.02,3
111988,1.46,2
111989,1.08,1
111990,5,3
111991,4.94,3
111992,1.67,2
111993,4.32,3
111994,1.53,2
111995,,9
111996,0.33,1
111997,1.62,2
111998,,1
111999,0.92,1
112000,4.19,3
112001,,3
112002,0.47,1
112003,1.24,1
112004,0.52,1
112005,1.21,1
112006,3.68,3
112007,,
112008,5,3
112009,,3
112010,3.35,3
112011,,
112012,,3
112013,0.69,1
112014,1.07,1
112015,,1
112016,1.26,1
112017,1.29,1
112018,2.8,3
112019,4.18,3
112020,,
112021,4.17,3
112022,1,1
112023,,
112024,,
112025,5,3
112026,0.69,1
112027,0.12,1
112028,1.47,2
112029,0.98,1
112030,4.97,3
112031,,9
112032,4.15,3
112033,0,1
112034,2.47,3
112035,1.37,2
112036,4.89,3
112037,0.99,1
112038,,3
112039,2.45,3
112040,5,3
112041,,9
112042,1.11,1
112043,0.96,1
112044,,
112045,0.91,1
112046,,9
112047,3.49,3
112048,,2
112049,0.95,1
112050,5,3
112051,2.58,3
112052,1.27,1
112053,1.68,2
112054,5,3
112055,1.22,1
112056,0,1
112057,1.16,1
112058,2.87,3
112059,1.15,1
112060,1.31,2
112061,1.18,1
112062,0.89,1
112063,2.58,3
112064,0.92,1
112065,2.69,3
112066,,1
112067,,1
112068,0.69,1
112069,1.2,1
112070,2.1,3
112071,,9
112072,2.31,3
112073,0.72,1
112074,4.97,3
112075,1.1,1
112076,0.58,1
112077,0.72,1
112078,,
112079,5,3
112080,3.46,3
112081,1.46,2
112082,2.48,3
112083,0.87,1
112084,,3
112085,,
112086,0.66,1
112087,0.33,1
112088,3.9,3
112089,2.02,3
112090,3.84,3
112091,5,3
112092,4.06,3
112093,0.63,1
112094,5,3
112095,,2
112096,0.03,1
112097,,1
112098,2.8,3
112099,1.63,2
112100,,
112101,,
112102,2.68,3
112103,1.23,1
112104,,
112105,2.76,3
112106,2.89,3
112107,0,1
112108,4.97,3
112109,,1
112110,5,3
112111,1.12,1
112112,0.5,1
112113,3.8,3
112114,0.99,1
112115,0.63,1
112116,,3
112117,,1
112118,,
112119,0.98,1
112120,3.58,3
112121,1.78,2
112122,,9
112123,1.26,1
112124,,
112125,3.47,3
112126,1.48,2
112127,4.06,3
112128,4.37,3
112129,1.42,2
112130,,
112131,0.82,1
112132,1.14,1
112133,1.04,1
112134,0.56,1
112135,,2
112136,5,3
112137,0.92,1
112138,1.57,2
112139,1.73,2
112140,5,3
112141,0.82,1
112142,,3
112143,,3
112144,0.73,1
112145,1.18,1
112146,0.68,1
112147,4.88,3
112148,3.56,3
112149,1.18,1
112150,2.44,3
112151,2.59,3
112152,0.4,1
112153,4.39,3
112154,1.96,3
112155,1.15,1
112156,,
112157,1.43,2
112158,2.69,3
112159,,3
112160,1.29,1
112161,0.71,1
112162,0.74,1
112163,3.02,3
112164,2.06,3
112165,5,3
112166,0.96,1
112167,,7
112168,2.89,3
112169,2.29,3
112170,3.88,3
112171,1.46,2
112172,0.49,1
112173,2.08,3
112174,,
112175,1.16,1
112176,,3
112177,1.37,2
112178,0.13,1
112179,2.82,3
112180,1.12,1
112181,0,1
112182,2.44,3
112183,,1
112184,3.84,3
112185,0.47,1
112186,1.23,1
112187,1.26,1
112188,5,3
112189,1.97,3
112190,2.13,3
112191,,
112192,1.33,2
112193,0.57,1
112194,3.65,3
112195,1.13,1
112196,1.33,2
112197,,2
112198,,
112199,,
112200,2.73,3
112201,3.38,3
112202,,3
112203,,2
112204,,1
112205,2.2,3
112206,2.29,3
112207,1.9,3
112208,0.28,1
112209,,
112210,5,3
112211,1.78,2
112212,3.69,3
112213,0.62,1
112214,1.04,1
112215,0.45,1
112216,5,3
112217,5,3
112218,2.45,3
112219,,1
112220,2.2,3
112221,1.99,3
112222,,
112223,5,3
112224,0.2,1
112225,1.06,1
112226,,
112227,0.31,1
112228,5,3
112229,1.74,2
112230,3.99,3
112231,0.63,1
112232,3.26,3
112233,1.92,3
112234,0.81,1
112235,,1
112236,0.73,1
112237,3.55,3
112238,0.73,1
112239,0.87,1
112240,2.88,3
112241,5,3
112242,3.19,3
112243,1.99,3
112244,0.67,1
112245,1.15,1
112246,,
112247,0.14,1
112248,0.83,1
112249,,1
112250,5,3
112251,1.67,2
112252,1.53,2
112253,,2
112254,1.44,2
112255,,
112256,5,3
112257,,
112258,,2
112259,0.44,1
112260,1.88,3
112261,0,1
112262,0.4,1
112263,1.03,1
112264,0.28,1
112265,5,3
112266,1.39,2
112267,,3
112268,5,3
112269,2.14,3
112270,1.82,2
112271,,2
112272,3.02,3
112273,,2
112274,,9
112275,1.95,3
112276,1.61,2
112277,0.76,1
112278,,7
112279,,3
112280,0,1
112281,,
112282,,9
112283,1.56,2
112284,2.55,3
112285,1.34,2
112286,,
112287,1.46,2
112288,0.88,1
112289,2.11,3
112290,1.75,2
112291,0.62,1
112292,,
112293,2.92,3
112294,,9
112295,,
112296,1.48,2
112297,3.26,3
112298,0.4,1
112299,1.53,2
112300,2.96,3
112301,,
112302,,
112303,0.98,1
112304,0.76,1
112305,1.29,1
112306,1.07,1
112307,,
112308,,
112309,0.51,1
112310,1.33,2
112311,0.4,1
112312,5,3
112313,1.19,1
112314,1.06,1
112315,0.93,1
112316,1.49,2
112317,1.24,1
112318,4.15,3
112319,3.48,3
112320,0.28,1
112321,1.73,2
112322,,1
112323,1.15,1
112324,0,1
112325,0.46,1
112326,1.67,2
112327,3.65,3
112328,2.03,3
112329,1.77,2
112330,1.07,1
112331,5,3
112332,,
112333,2.64,3
112334,2.44,3
112335,,
112336,0.81,1
112337,,
112338,0.35,1
112339,2.67,3
112340,1.37,2
112341,,9
112342,2.87,3
112343,4.18,3
112344,,9
112345,0.58,1
112346,,1
112347,2.37,3
112348,1.89,3
112349,2.54,3
112350,,
112351,1.39,2
112352,,9
112353,1.77,2
112354,4.43,3
112355,3.47,3
112356,,3
112357,5,3
112358,0.49,1
112359,1.41,2
112360,4.62,3
112361,,1
112362,1.07,1
112363,5,3
112364,,1
112365,,9
112366,0.62,1
112367,1.07,1
112368,,
112369,1.43,2
112370,0.72,1
112371,,2
112372,3.9,3
112373,2.35,3
112374,0.59,1
112375,5,3
112376,0.35,1
112377,1.14,1
112378,0.72,1
112379,1.11,1
112380,2.97,3
112381,1.85,2
112382,1.24,1
112383,0.84,1
112384,,1
112385,1.59,2
112386,5,3
112387,,
112388,,3
112389,0.83,1
112390,2.19,3
112391,2.97,3
112392,,
112393,1.91,3
112394,3.69,3
112395,5,3
112396,1.39,2
112397,0.5,1
112398,3.73,3
112399,4.48,3
112400,,
112401,,
112402,1.76,2
112403,3.35,3
112404,1.81,2
112405,,
112406,0.65,1
112407,,
112408,5,3
112409,,9
112410,,3
112411,,
112412,,
112413,2.78,3
112414,1.92,3
112415,5,3
112416,,3
112417,1.95,3
112418,1.1,1
112419,,3
112420,,3
112421,5,3
112422,1.49,2
112423,,
112424,0.56,1
112425,0.47,1
112426,,2
112427,3.74,3
112428,,
112429,3.41,3
112430,1.94,3
112431,0,1
112432,5,3
112433,4.26,3
112434,1.71,2
112435,4.27,3
112436,3.46,3
112437,,
112438,1.37,2
112439,1.29,1
112440,,1
112441,,
112442,2.88,3
112443,5,3
112444,1.15,1
112445,0.29,1
112446,2.96,3
112447,0.81,1
112448,2.92,3
112449,0,1
112450,2,3
112451,1.44,2
112452,1.23,1
112453,1.04,1
112454,0.75,1
112455,,
112456,2.84,3
112457,,
112458,2.13,3
112459,2.27,3
112460,0,1
112461,1.03,1
112462,2.02,3
112463,5,3
112464,1.79,2
112465,,9
112466,0.69,1
112467,1.63,2
112468,,3
112469,0.56,1
112470,0.51,1
112471,3.9,3
112472,0.29,1
112473,,1
112474,4.8,3
112475,4.18,3
112476,1.91,3
112477,,1
112478,5,3
112479,,1
112480,5,3
112481,3.02,3
112482,1.01,1
112483,0.58,1
112484,4.05,3
112485,0.45,1
112486,1.9,3
112487,5,3
112488,5,3
112489,0.61,1
112490,4.11,3
112491,0.59,1
112492,1.56,2
112493,0.49,1
112494,,
112495,2.39,3
112496,0.69,1
112497,,1
112498,1.91,3
112499,1.12,1
112500,0.73,1
112501,,
112502,0.71,1
112503,4.18,3
112504,,1
112505,2.48,3
112506,1.39,2
112507,0.84,1
112508,3.16,3
112509,,3
112510,1.55,2
112511,0.8,1
112512,4.25,3
112513,0.9,1
112514,,
112515,,7
112516,2.22,3
112517,,
112518,0.59,1
112519,,3
112520,,
112521,,3
112522,,7
112523,0.92,1
112524,,
112525,,
112526,4.62,3
112527,1.71,2
112528,0.96,1
112529,,
112530,0.95,1
112531,0.56,1
112532,2.76,3
112533,0.35,1
112534,,
112535,,2
112536,2.04,3
112537,0.66,1
112538,5,3
112539,5,3
112540,,
112541,2.25,3
112542,1.06,1
112543,1.19,1
112544,3.95,3
112545,2.99,3
112546,0.89,1
112547,,3
112548,2.19,3
112549,5,3
112550,5,3
112551,1.92,3
112552,4.01,3
112553,2.63,3
112554,1.06,1
112555,0.21,1
112556,4.97,3
112557,0.33,1
112558,,2
112559,,
112560,,
112561,5,3
112562,1.95,3
112563,,3
112564,3.77,3
112565,5,3
112566,2.87,3
112567,3.65,3
112568,3.82,3
112569,0.73,1
112570,0.78,1
112571,1.78,2
112572,,3
112573,0.4,1
112574,,1
112575,0.84,1
112576,4.66,3
112577,0.33,1
112578,3.38,3
112579,,2
112580,0.85,1
112581,0.69,1
112582,1.54,2
112583,,3
112584,2.8,3
112585,2.26,3
112586,5,3
112587,0.95,1
112588,,9
112589,5,3
112590,4.66,3
112591,,
112592,1.97,3
112593,5,3
112594,,3
112595,3.75,3
112596,2.22,3
112597,,
112598,1.04,1
112599,2.44,3
112600,0.98,1
112601,1.02,1
112602,0.13,1
112603,3.98,3
112604,,
112605,,1
112606,4.26,3
112607,5,3
112608,1.96,3
112609,4.87,3
112610,1.46,2
112611,2.2,3
112612,,
112613,1.17,1
112614,2.01,3
112615,1.47,2
112616,,
112617,1.74,2
112618,,
112619,1.14,1
112620,,9
112621,2.94,3
112622,2.35,3
112623,2.68,3
112624,,7
112625,0.94,1
112626,,7
112627,3.82,3
112628,3.35,3
112629,1.15,1
112630,2.73,3
112631,0.76,1
112632,,
112633,,2
112634,5,3
112635,0.8,1
112636,1.07,1
112637,1.4,2
112638,0.21,1
112639,2.59,3
112640,0.57,1
112641,2.93,3
112642,,9
112643,,3
112644,4.32,3
112645,2.48,3
112646,1.22,1
112647,2.82,3
112648,,1
112649,3.23,3
112650,1.46,2
112651,2.05,3
112652,,9
112653,,
112654,1.45,2
112655,5,3
112656,3.18,3
112657,1.47,2
112658,0.33,1
112659,1.06,1
112660,2.59,3
112661,2.06,3
112662,,3
112663,,
112664,1.67,2
112665,0.71,1
112666,,1
112667,1.92,3
112668,,
112669,1.19,1
112670,,
112671,0.51,1
112672,,3
112673,,
112674,0,1
112675,3.27,3
112676,,9
112677,,9
112678,0.48,1
112679,5,3
112680,2.08,3
112681,,1
112682,2.43,3
112683,1.43,2
112684,,1
112685,2.87,3
112686,0.66,1
112687,0.73,1
112688,5,3
112689,1.23,1
112690,,9
112691,1.31,2
112692,0.81,1
112693,1.11,1
112694,2.25,3
112695,1.91,3
112696,1.25,1
112697,2.05,3
112698,0,1
112699,1,1
112700,5,3
112701,0,1
112702,2.13,3
112703,0.8,1
112704,4.61,3
112705,1.18,1
112706,1.24,1
112707,,
112708,5,3
112709,0,1
112710,,
112711,1.6,2
112712,,
112713,0.5,1
112714,4.62,3
112715,,1
112716,0.75,1
112717,0.96,1
112718,,
112719,,
112720,1.31,2
112721,2.5,3
112722,2.19,3
112723,1.25,1
112724,,9
112725,,
112726,0.14,1
112727,,
112728,3.26,3
112729,1.27,1
112730,5,3
112731,1.75,2
112732,1.88,3
112733,,9
112734,4.43,3
112735,1.11,1
112736,0.76,1
